"County Economic Status in the United States, Fiscal Year 2024",,,,,,,,,,,,,,
Appalachian Regional Commission,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,Absolute Data Values,,,Indicator Index Values,,,,,,
22013,Louisiana,Bienville,,Distressed,6.5,"25,506",29.1,114.9,50.8,196.9,230.3,180.7,"2,972",4
22015,Louisiana,Bossier,,Transitional,4.9,"38,100",16.9,86.2,75.8,131.8,133.8,117.3,"1,679",3
22017,Louisiana,Caddo,,At-Risk,6.9,"39,928",23.0,122.3,79.5,125.8,181.8,143.3,"2,488",4
22019,Louisiana,Calcasieu,,Transitional,6.3,"36,526",16.4,111.0,72.7,137.5,129.4,126.0,"1,988",3
22021,Louisiana,Caldwell,,Distressed,6.1,"24,015",25.5,107.9,47.8,209.2,202.0,173.0,"2,923",4
22023,Louisiana,Cameron,,Competitive,4.4,"48,848",8.3,77.1,97.2,102.8,65.9,81.9,454,1
22025,Louisiana,Catahoula,,Distressed,6.3,"24,567",29.2,111.0,48.9,204.5,231.5,182.3,"2,980",4
22027,Louisiana,Claiborne,,Distressed,5.8,"26,789",33.6,101.9,53.3,187.5,266.4,185.3,"2,992",4
22029,Louisiana,Concordia,,Distressed,7.0,"24,706",30.9,122.4,49.2,203.3,244.2,190.0,"3,009",4
22031,Louisiana,De Soto,,At-Risk,6.1,"34,947",21.1,107.4,69.6,143.7,166.9,139.4,"2,390",4
22033,Louisiana,East Baton Rouge,,Transitional,5.9,"45,184",17.7,104.0,90.0,111.2,139.8,118.3,"1,729",3
22035,Louisiana,East Carroll,,Distressed,10.9,"22,244",47.3,192.1,44.3,225.8,374.1,264.0,"3,109",4
22037,Louisiana,East Feliciana,,Transitional,5.4,"30,637",13.9,94.7,61.0,164.0,110.4,123.0,"1,894",3
22039,Louisiana,Evangeline,,Distressed,6.5,"24,331",27.0,113.8,48.4,206.4,214.0,178.1,"2,956",4
22041,Louisiana,Franklin,,Distressed,7.2,"21,453",27.1,126.0,42.7,234.1,214.9,191.7,"3,015",4
22043,Louisiana,Grant,,At-Risk,5.5,"23,793",16.2,97.6,47.4,211.1,128.4,145.7,"2,548",4
22045,Louisiana,Iberia,,At-Risk,7.4,"30,091",22.5,130.3,59.9,166.9,177.7,158.3,"2,765",4
22047,Louisiana,Iberville,,At-Risk,7.8,"35,228",18.9,137.0,70.1,142.6,149.3,143.0,"2,480",4
22049,Louisiana,Jackson,,At-Risk,4.7,"25,687",21.0,82.6,51.1,195.6,166.5,148.2,"2,583",4
22051,Louisiana,Jefferson Parish,,Transitional,6.5,"42,917",15.9,115.0,85.4,117.0,126.0,119.3,"1,768",3
22053,Louisiana,Jefferson Davis,,Transitional,5.8,"32,021",16.9,101.4,63.7,156.9,134.1,130.8,"2,132",3
22055,Louisiana,Lafayette,,Transitional,5.4,"44,319",16.8,94.7,88.2,113.3,133.0,113.7,"1,552",2
22057,Louisiana,Lafourche,,Transitional,5.3,"35,440",15.7,92.8,70.6,141.7,124.3,119.6,"1,779",3
22059,Louisiana,La Salle,,At-Risk,4.2,"22,867",17.0,73.8,45.5,219.7,134.9,142.8,"2,471",4
22061,Louisiana,Lincoln,,At-Risk,5.4,"32,591",28.4,94.7,64.9,154.1,224.6,157.8,"2,757",4
22063,Louisiana,Livingston,,Transitional,4.8,"36,510",10.7,84.9,72.7,137.6,84.4,102.3,"1,182",2
22065,Louisiana,Madison,,Distressed,7.8,"24,979",35.0,138.1,49.7,201.1,277.3,205.5,"3,051",4
22067,Louisiana,Morehouse,,Distressed,8.6,"23,967",30.1,151.3,47.7,209.6,238.2,199.7,"3,039",4
22069,Louisiana,Natchitoches,,At-Risk,5.9,"29,962",26.5,104.7,59.6,167.6,209.6,160.7,"2,797",4
22071,Louisiana,Orleans Parish,,At-Risk,8.5,"46,764",23.8,149.9,93.1,107.4,188.7,148.7,"2,599",4
22073,Louisiana,Ouachita,,At-Risk,6.0,"30,947",24.4,105.5,61.6,162.3,192.8,153.5,"2,692",4
22075,Louisiana,Plaquemines Parish,,Transitional,5.3,"41,839",17.5,93.4,83.3,120.1,138.2,117.2,"1,676",3
22077,Louisiana,Pointe Coupee,,Transitional,6.4,"40,986",19.4,113.0,81.6,122.6,153.4,129.6,"2,101",3
22079,Louisiana,Rapides,,Transitional,5.2,"35,982",18.8,91.5,71.6,139.6,148.6,126.6,"2,009",3
22081,Louisiana,Red River,,Transitional,5.3,"35,457",21.8,93.2,70.6,141.7,173.0,135.9,"2,285",3
22083,Louisiana,Richland,,Distressed,6.5,"26,809",28.6,113.8,53.4,187.4,226.2,175.8,"2,941",4
22085,Louisiana,Sabine,,At-Risk,4.8,"27,493",21.6,85.3,54.7,182.7,171.0,146.4,"2,558",4
22087,Louisiana,St. Bernard Parish,,Distressed,7.3,"27,561",21.7,129.3,54.9,182.3,171.8,161.1,"2,804",4
22089,Louisiana,St. Charles Parish,,Transitional,5.8,"43,626",10.2,101.6,86.8,115.1,81.1,99.3,"1,078",2
22091,Louisiana,St. Helena,,Distressed,9.1,"30,054",25.2,160.4,59.8,167.1,199.6,175.7,"2,940",4
22093,Louisiana,St. James,,Transitional,7.8,"44,506",12.0,137.3,88.6,112.9,94.7,115.0,"1,604",3
22095,Louisiana,St. John the Baptist Parish,,At-Risk,8.5,"32,094",14.9,150.3,63.9,156.5,117.8,141.5,"2,440",4
22097,Louisiana,St. Landry,,Distressed,7.2,"30,171",25.9,126.7,60.1,166.5,205.2,166.1,"2,856",4
22099,Louisiana,St. Martin,,At-Risk,6.4,"30,329",17.3,112.6,60.4,165.6,136.8,138.3,"2,361",4
22101,Louisiana,St. Mary,,At-Risk,7.4,"31,026",20.5,129.8,61.8,161.9,162.4,151.4,"2,646",4
22103,Louisiana,St. Tammany Parish,,Competitive,5.0,"57,361",11.7,87.7,114.2,87.6,93.0,89.4,690,1
22105,Louisiana,Tangipahoa,,At-Risk,7.3,"30,893",20.1,128.5,61.5,162.6,158.8,150.0,"2,623",4
22107,Louisiana,Tensas,,Distressed,7.7,"29,199",37.1,135.4,58.1,172.0,294.0,200.5,"3,042",4
22109,Louisiana,Terrebonne,,Transitional,6.1,"33,775",17.8,108.2,67.2,148.7,140.9,132.6,"2,198",3
22111,Louisiana,Union,,At-Risk,6.0,"31,139",23.6,106.3,62.0,161.3,186.7,151.4,"2,647",4
22113,Louisiana,Vermilion,,Transitional,5.9,"31,274",17.5,104.2,62.3,160.6,138.2,134.3,"2,246",3
22115,Louisiana,Vernon,,Transitional,6.0,"33,171",17.7,105.8,66.0,151.4,140.2,132.5,"2,184",3
22117,Louisiana,Washington,,Distressed,6.7,"22,371",24.7,118.6,44.5,224.5,195.2,179.4,"2,964",4
22119,Louisiana,Webster,,Distressed,6.6,"30,851",26.6,116.0,61.4,162.8,211.0,163.3,"2,830",4
22121,Louisiana,West Baton Rouge,,Transitional,5.6,"41,087",14.6,98.8,81.8,122.3,115.6,112.2,"1,511",2
22123,Louisiana,West Carroll,,Distressed,9.2,"23,529",21.5,161.3,46.8,213.5,169.9,181.5,"2,976",4
22125,Louisiana,West Feliciana,,Transitional,4.5,"34,852",15.0,78.6,69.4,144.1,118.5,113.7,"1,555",2
22127,Louisiana,Winn,,At-Risk,6.2,"30,465",18.4,108.8,60.7,164.9,145.4,139.7,"2,393",4
23001,Maine,Androscoggin,,Transitional,4.2,"34,231",11.9,73.9,68.1,146.7,94.6,105.1,"1,276",2
23003,Maine,Aroostook,,Transitional,5.0,"30,600",14.5,87.5,60.9,164.2,114.8,122.1,"1,863",3
23005,Maine,Cumberland,,Attainment,3.7,"60,737",7.8,64.7,120.9,82.7,62.0,69.8,165,1
23007,Maine,Franklin,,Transitional,4.8,"30,884",11.9,84.0,61.5,162.6,94.0,113.6,"1,547",2
23009,Maine,Hancock,,Competitive,4.5,"44,267",10.3,78.9,88.1,113.5,81.3,91.2,754,1
23011,Maine,Kennebec,,Transitional,3.8,"38,085",12.0,67.6,75.8,131.9,95.1,98.2,"1,037",2
23013,Maine,Knox,,Competitive,4.0,"43,511",9.3,70.2,86.6,115.4,73.6,86.4,607,1
23015,Maine,Lincoln,,Competitive,4.0,"43,375",10.6,70.1,86.4,115.8,84.1,90.0,707,1
23017,Maine,Oxford,,Transitional,5.0,"28,871",14.0,87.6,57.5,174.0,111.1,124.2,"1,936",3
23019,Maine,Penobscot,,Transitional,4.2,"34,938",13.8,74.4,69.6,143.8,109.0,109.1,"1,397",2
23021,Maine,Piscataquis,,Transitional,4.5,"30,793",16.0,78.9,61.3,163.1,126.6,122.9,"1,889",3
23023,Maine,Sagadahoc,,Competitive,3.4,"45,255",11.2,59.6,90.1,111.0,88.5,86.4,601,1
23025,Maine,Somerset,,At-Risk,5.5,"28,560",17.9,96.3,56.9,175.9,141.4,137.9,"2,352",4
23027,Maine,Waldo,,Transitional,4.1,"35,497",13.0,72.1,70.7,141.5,103.0,105.6,"1,288",2
23029,Maine,Washington,,At-Risk,5.5,"28,270",18.7,96.1,56.3,177.7,147.9,140.6,"2,414",4
23031,Maine,York,,Competitive,4.0,"48,456",7.7,69.7,96.5,103.7,61.1,78.2,363,1
24001,Maryland,Allegany,ARC,Transitional,6.4,"28,068",14.8,112.8,55.9,179.0,117.0,136.2,"2,300",3
24003,Maryland,Anne Arundel,,Attainment,4.5,"64,597",5.6,78.6,128.6,77.8,44.6,67.0,115,1
24005,Maryland,Baltimore,,Competitive,5.3,"55,558",9.3,93.4,110.6,90.4,73.3,85.7,577,1
24009,Maryland,Calvert,,Attainment,4.2,"58,896",4.3,74.7,117.2,85.3,34.2,64.7,95,1
24011,Maryland,Caroline,,Transitional,4.6,"36,711",12.6,80.3,73.1,136.8,99.6,105.6,"1,291",2
24013,Maryland,Carroll,,Attainment,4.0,"57,415",5.0,70.4,114.3,87.5,39.4,65.8,102,1
24015,Maryland,Cecil,,Transitional,5.0,"41,027",10.0,87.5,81.7,122.4,79.1,96.4,953,2
24017,Maryland,Charles,,Competitive,5.3,"52,195",6.4,92.5,103.9,96.2,50.3,79.7,407,1
24019,Maryland,Dorchester,,Transitional,5.5,"34,928",15.0,97.6,69.5,143.8,118.8,120.1,"1,801",3
24021,Maryland,Frederick,,Attainment,4.5,"58,096",6.6,80.0,115.7,86.5,52.5,73.0,226,1
24023,Maryland,Garrett,ARC,Transitional,5.4,"35,975",9.1,94.6,71.6,139.6,72.1,102.1,"1,177",2
24025,Maryland,Harford,,Attainment,4.6,"54,044",6.8,80.3,107.6,92.9,53.6,75.6,287,1
24027,Maryland,Howard,,Attainment,4.0,"76,798",5.5,70.6,152.9,65.4,43.6,59.9,56,1
24029,Maryland,Kent,,Transitional,5.3,"49,258",10.8,92.7,98.1,102.0,85.7,93.5,833,2
24031,Maryland,Montgomery,,Attainment,4.8,"82,147",7.0,84.8,163.5,61.1,55.8,67.2,118,1
24033,Maryland,Prince George's,,Transitional,6.3,"43,232",9.2,111.5,86.1,116.2,73.1,100.3,"1,111",2
24035,Maryland,Queen Anne's,,Attainment,4.2,"62,944",7.2,74.8,125.3,79.8,56.8,70.4,177,1
24037,Maryland,St. Mary's,,Competitive,4.2,"53,984",8.0,73.4,107.5,93.0,63.2,76.6,316,1
24039,Maryland,Somerset,,Distressed,7.3,"20,638",20.4,128.6,41.1,243.4,161.7,177.9,"2,954",4
24041,Maryland,Talbot,,Attainment,4.8,"67,258",8.1,85.1,133.9,74.7,64.2,74.7,264,1
24043,Maryland,Washington,ARC,Transitional,5.3,"38,124",13.1,93.1,75.9,131.8,103.7,109.5,"1,414",2
24045,Maryland,Wicomico,,Transitional,6.0,"31,190",14.3,106.4,62.1,161.1,113.2,126.9,"2,018",3
24047,Maryland,Worcester,,Transitional,9.0,"46,010",9.1,157.9,91.6,109.2,72.3,113.1,"1,536",2
24510,Maryland,Baltimore (Independent City),,At-Risk,7.1,"38,218",20.3,124.5,76.1,131.4,160.8,138.9,"2,372",4
25001,Massachusetts,Barnstable,,Competitive,7.1,"63,896",7.2,125.8,127.2,78.6,57.3,87.2,623,1
25003,Massachusetts,Berkshire,,Transitional,6.7,"44,852",10.1,117.7,89.3,112.0,79.8,103.2,"1,204",2
25005,Massachusetts,Bristol,,Transitional,7.1,"47,656",11.0,124.8,94.9,105.4,86.9,105.7,"1,303",2
25007,Massachusetts,Dukes,,Competitive,6.9,"72,013",7.8,121.4,143.4,69.8,62.0,84.4,534,1
25009,Massachusetts,Essex,,Competitive,6.6,"62,299",9.9,116.4,124.0,80.6,78.1,91.7,771,1
25011,Massachusetts,Franklin,,Transitional,5.2,"43,616",10.6,91.8,86.8,115.2,84.2,97.1,981,2
25013,Massachusetts,Hampden,,Transitional,7.6,"39,725",15.9,133.7,79.1,126.4,125.6,128.6,"2,071",3
25015,Massachusetts,Hampshire,,Transitional,5.0,"47,719",10.5,88.2,95.0,105.3,83.4,92.3,791,2
25017,Massachusetts,Middlesex,,Attainment,4.9,"86,333",7.4,86.2,171.9,58.2,58.8,67.7,127,1
25019,Massachusetts,Nantucket,,Competitive,7.7,"90,828",6.0,135.9,180.8,55.3,47.3,79.5,400,1
25021,Massachusetts,Norfolk,,Attainment,5.5,"91,541",6.3,97.2,182.2,54.9,49.5,67.2,117,1
25023,Massachusetts,Plymouth,,Competitive,6.4,"63,943",6.5,113.0,127.3,78.6,51.7,81.1,433,1
25025,Massachusetts,Suffolk,,Transitional,6.3,"80,573",17.3,111.3,160.4,62.3,136.6,103.4,"1,218",2
25027,Massachusetts,Worcester,,Transitional,6.1,"51,035",9.8,108.2,101.6,98.4,77.6,94.7,886,2
26001,Michigan,Alcona,,At-Risk,8.0,"26,995",15.7,140.5,53.7,186.1,124.6,150.4,"2,630",4
26003,Michigan,Alger,,At-Risk,9.1,"24,665",11.2,159.8,49.1,203.7,88.5,150.7,"2,634",4
26005,Michigan,Allegan,,Transitional,5.2,"40,158",8.9,90.7,79.9,125.1,70.5,95.4,912,2
26007,Michigan,Alpena,,Transitional,6.1,"27,797",14.9,108.1,55.3,180.7,118.0,135.6,"2,279",3
26009,Michigan,Antrim,,Transitional,7.5,"36,846",9.8,131.7,73.4,136.3,78.0,115.3,"1,615",3
26011,Michigan,Arenac,,At-Risk,8.9,"27,373",13.9,157.1,54.5,183.5,110.3,150.3,"2,628",4
26013,Michigan,Baraga,,At-Risk,8.9,"25,129",13.5,156.4,50.0,199.9,106.8,154.4,"2,708",4
26015,Michigan,Barry,,Transitional,5.2,"39,599",8.6,91.2,78.8,126.8,68.3,95.4,913,2
26017,Michigan,Bay,,Transitional,6.8,"32,337",15.4,119.7,64.4,155.3,121.8,132.3,"2,174",3
26019,Michigan,Benzie,,Transitional,7.0,"37,338",10.0,122.8,74.3,134.5,79.2,112.2,"1,508",2
26021,Michigan,Berrien,,Transitional,6.3,"43,215",15.9,111.3,86.0,116.2,126.2,117.9,"1,707",3
26023,Michigan,Branch,,Transitional,5.8,"30,394",13.0,101.9,60.5,165.3,103.1,123.4,"1,910",3
26025,Michigan,Calhoun,,Transitional,6.9,"31,177",15.8,122.1,62.1,161.1,125.4,136.2,"2,297",3
26027,Michigan,Cass,,Transitional,6.2,"40,418",12.4,109.2,80.5,124.3,98.1,110.5,"1,450",2
26029,Michigan,Charlevoix,,Transitional,7.0,"45,530",9.0,122.9,90.6,110.3,71.3,101.5,"1,157",2
26031,Michigan,Cheboygan,,At-Risk,10.7,"28,943",12.5,189.0,57.6,173.6,99.1,153.9,"2,698",4
26033,Michigan,Chippewa,,At-Risk,7.5,"26,997",17.7,131.4,53.7,186.1,139.8,152.4,"2,667",4
26035,Michigan,Clare,,Distressed,8.8,"21,511",23.7,154.5,42.8,233.5,187.3,191.8,"3,017",4
26037,Michigan,Clinton,,Competitive,4.7,"42,793",8.5,83.6,85.2,117.4,66.9,89.3,683,1
26039,Michigan,Crawford,,At-Risk,7.9,"25,231",15.2,139.6,50.2,199.1,120.5,153.1,"2,679",4
26041,Michigan,Delta,,Transitional,6.9,"28,629",12.4,121.1,57.0,175.5,97.8,131.4,"2,151",3
26043,Michigan,Dickinson,,Transitional,5.5,"37,174",9.4,96.8,74.0,135.1,74.4,102.1,"1,176",2
26045,Michigan,Eaton,,Transitional,5.6,"36,594",7.8,97.9,72.9,137.3,61.7,99.0,"1,066",2
26047,Michigan,Emmet,,Transitional,7.6,"49,364",7.8,133.1,98.3,101.8,61.4,98.8,"1,057",2
26049,Michigan,Genesee,,At-Risk,8.1,"31,756",16.9,142.2,63.2,158.2,133.8,144.7,"2,524",4
26051,Michigan,Gladwin,,At-Risk,7.7,"25,138",15.1,135.3,50.0,199.8,119.9,151.7,"2,652",4
26053,Michigan,Gogebic,,Transitional,6.3,"27,938",13.6,110.3,55.6,179.8,107.3,132.5,"2,185",3
26055,Michigan,Grand Traverse,,Transitional,5.7,"45,590",10.5,101.1,90.8,110.2,83.5,98.3,"1,041",2
26057,Michigan,Gratiot,,Transitional,6.1,"27,620",15.2,107.5,55.0,181.9,120.5,136.6,"2,314",3
26059,Michigan,Hillsdale,,At-Risk,6.4,"27,318",15.4,111.9,54.4,183.9,121.9,139.2,"2,382",4
26061,Michigan,Houghton,,At-Risk,5.9,"28,266",17.2,103.3,56.3,177.7,136.0,139.0,"2,376",4
26063,Michigan,Huron,,Transitional,6.2,"36,387",11.8,110.0,72.4,138.0,93.4,113.8,"1,558",3
26065,Michigan,Ingham,,Transitional,5.6,"35,987",17.5,99.3,71.6,139.6,138.3,125.7,"1,978",3
26067,Michigan,Ionia,,Transitional,5.5,"28,572",10.0,96.8,56.9,175.8,79.1,117.2,"1,678",3
26069,Michigan,Iosco,,At-Risk,8.1,"25,600",13.7,142.4,51.0,196.2,108.6,149.1,"2,605",4
26071,Michigan,Iron,,At-Risk,6.8,"26,948",15.3,118.9,53.6,186.4,120.9,142.1,"2,453",4
26073,Michigan,Isabella,,At-Risk,5.9,"29,592",23.8,104.2,58.9,169.7,188.3,154.1,"2,699",4
26075,Michigan,Jackson,,Transitional,6.3,"32,193",12.0,110.7,64.1,156.0,94.9,120.5,"1,818",3
26077,Michigan,Kalamazoo,,Transitional,5.3,"44,957",14.3,93.3,89.5,111.7,113.0,106.0,"1,311",2
26079,Michigan,Kalkaska,,At-Risk,8.2,"26,860",15.9,144.1,53.5,187.0,126.0,152.4,"2,664",4
26081,Michigan,Kent,,Competitive,5.2,"49,478",10.4,91.3,98.5,101.5,82.7,91.9,778,1
26083,Michigan,Keweenaw,,Transitional,7.6,"38,392",9.8,134.0,76.4,130.8,77.7,114.2,"1,578",3
26085,Michigan,Lake,,Distressed,8.7,"19,477",19.4,152.6,38.8,257.9,153.7,188.1,"3,001",4
26087,Michigan,Lapeer,,Transitional,7.8,"37,063",9.9,138.2,73.8,135.5,78.7,117.5,"1,688",3
26089,Michigan,Leelanau,,Competitive,5.8,"61,723",6.4,101.3,122.9,81.4,50.9,77.9,354,1
26091,Michigan,Lenawee,,Transitional,6.2,"31,969",10.9,109.4,63.6,157.1,86.7,117.7,"1,700",3
26093,Michigan,Livingston,,Attainment,5.3,"53,725",5.1,93.3,107.0,93.5,40.3,75.7,292,1
26095,Michigan,Luce,,Distressed,7.5,"22,452",16.3,132.6,44.7,223.7,129.4,161.9,"2,812",4
26097,Michigan,Mackinac,,At-Risk,10.6,"33,214",15.3,186.5,66.1,151.2,120.8,152.9,"2,672",4
26099,Michigan,Macomb,,Transitional,7.3,"40,117",10.3,127.8,79.9,125.2,81.4,111.5,"1,485",2
26101,Michigan,Manistee,,At-Risk,8.1,"27,040",10.9,142.0,53.8,185.8,86.2,138.0,"2,355",4
26103,Michigan,Marquette,,Transitional,6.3,"31,504",15.2,111.2,62.7,159.4,120.0,130.2,"2,118",3
26105,Michigan,Mason,,Transitional,7.0,"29,903",14.8,123.7,59.5,168.0,117.2,136.3,"2,302",3
26107,Michigan,Mecosta,,At-Risk,6.9,"28,389",19.1,121.2,56.5,176.9,151.3,149.8,"2,619",4
26109,Michigan,Menominee,,Transitional,5.1,"32,254",10.6,89.9,64.2,155.7,83.9,109.8,"1,427",2
26111,Michigan,Midland,,Transitional,5.5,"47,494",10.7,97.4,94.6,105.8,84.6,95.9,933,2
26113,Michigan,Missaukee,,Transitional,6.7,"27,606",12.0,117.2,55.0,182.0,95.3,131.5,"2,153",3
26115,Michigan,Monroe,,Transitional,6.4,"39,198",11.3,112.4,78.0,128.1,89.6,110.1,"1,431",2
26117,Michigan,Montcalm,,Transitional,6.4,"26,289",12.7,112.9,52.3,191.1,100.9,135.0,"2,265",3
26119,Michigan,Montmorency,,Distressed,10.6,"19,972",16.3,185.9,39.8,251.5,128.9,188.7,"3,002",4
26121,Michigan,Muskegon,,Transitional,7.9,"30,244",13.0,139.4,60.2,166.1,102.7,136.1,"2,292",3
26123,Michigan,Newaygo,,Transitional,6.3,"28,795",15.4,111.3,57.3,174.4,122.2,136.0,"2,287",3
26125,Michigan,Oakland,,Competitive,5.7,"68,201",7.6,99.8,135.8,73.7,59.9,77.8,351,1
26127,Michigan,Oceana,,At-Risk,8.1,"28,833",13.0,143.0,57.4,174.2,103.2,140.2,"2,407",4
26129,Michigan,Ogemaw,,Distressed,8.7,"22,403",17.0,153.0,44.6,224.2,134.5,170.6,"2,897",4
26131,Michigan,Ontonagon,,At-Risk,8.5,"24,323",14.7,148.8,48.4,206.5,116.5,157.3,"2,750",4
26133,Michigan,Osceola,,Transitional,6.1,"28,259",14.6,107.8,56.3,177.8,115.4,133.6,"2,228",3
26135,Michigan,Oscoda,,Distressed,9.7,"19,787",12.4,170.5,39.4,253.9,98.4,174.2,"2,931",4
26137,Michigan,Otsego,,Transitional,7.5,"33,156",10.8,132.3,66.0,151.5,85.8,123.2,"1,897",3
26139,Michigan,Ottawa,,Competitive,4.7,"44,863",7.6,81.9,89.3,112.0,60.3,84.7,541,1
26141,Michigan,Presque Isle,,At-Risk,9.1,"27,153",13.1,159.8,54.1,185.0,103.6,149.5,"2,613",4
26143,Michigan,Roscommon,,Distressed,10.0,"21,609",16.8,175.9,43.0,232.5,132.8,180.4,"2,969",4
26145,Michigan,Saginaw,,At-Risk,7.4,"31,623",18.0,130.5,63.0,158.8,142.3,143.9,"2,504",4
26147,Michigan,St. Clair,,Transitional,7.5,"36,740",12.0,131.2,73.1,136.7,94.9,121.0,"1,832",3
26149,Michigan,St. Joseph,,Transitional,6.3,"31,294",12.6,111.2,62.3,160.5,99.4,123.7,"1,918",3
26151,Michigan,Sanilac,,At-Risk,7.0,"28,659",14.9,123.3,57.1,175.3,117.8,138.8,"2,370",4
26153,Michigan,Schoolcraft,,At-Risk,8.4,"27,359",15.4,148.8,54.5,183.6,121.7,151.4,"2,645",4
26155,Michigan,Shiawassee,,Transitional,6.5,"31,402",10.8,114.4,62.5,160.0,85.8,120.1,"1,798",3
26157,Michigan,Tuscola,,At-Risk,7.3,"27,158",13.3,128.9,54.1,185.0,105.3,139.7,"2,395",4
26159,Michigan,Van Buren,,Transitional,6.5,"32,837",13.7,113.9,65.4,153.0,108.4,125.1,"1,961",3
26161,Michigan,Washtenaw,,Competitive,4.6,"57,608",13.4,81.6,114.7,87.2,106.3,91.7,773,1
26163,Michigan,Wayne,,At-Risk,8.8,"33,284",20.5,155.0,66.3,150.9,162.3,156.1,"2,732",4
26165,Michigan,Wexford,,Transitional,7.1,"27,845",13.0,124.2,55.4,180.4,103.2,135.9,"2,284",3
27001,Minnesota,Aitkin,,Transitional,6.6,"29,728",11.6,115.7,59.2,169.0,91.9,125.5,"1,975",3
27003,Minnesota,Anoka,,Competitive,4.4,"47,246",5.9,77.4,94.1,106.3,46.5,76.7,323,1
27005,Minnesota,Becker,,Transitional,4.7,"39,075",10.9,82.2,77.8,128.6,86.5,99.1,"1,073",2
27007,Minnesota,Beltrami,,Transitional,4.9,"33,716",16.8,86.8,67.1,149.0,133.3,123.0,"1,893",3
27009,Minnesota,Benton,,Transitional,5.1,"39,588",9.5,89.5,78.8,126.9,74.8,97.1,980,2
27011,Minnesota,Big Stone,,Transitional,4.3,"44,798",12.7,75.5,89.2,112.1,100.3,96.0,938,2
27013,Minnesota,Blue Earth,,Transitional,3.8,"39,469",16.3,67.7,78.6,127.3,129.4,108.1,"1,364",2
27015,Minnesota,Brown,,Competitive,4.1,"44,496",8.0,72.2,88.6,112.9,63.2,82.8,478,1
27017,Minnesota,Carlton,,Transitional,5.4,"33,611",11.8,95.3,66.9,149.4,93.6,112.8,"1,530",2
27019,Minnesota,Carver,,Attainment,3.7,"71,310",3.8,64.4,142.0,70.4,30.1,55.0,24,1
27021,Minnesota,Cass,,Transitional,6.5,"35,567",12.5,114.2,70.8,141.2,98.9,118.1,"1,715",3
27023,Minnesota,Chippewa,,Transitional,4.1,"40,723",11.3,72.9,81.1,123.3,89.1,95.1,901,2
27025,Minnesota,Chisago,,Competitive,4.8,"44,529",6.6,85.2,88.6,112.8,52.2,83.4,497,1
27027,Minnesota,Clay,,Transitional,3.5,"37,982",14.1,61.2,75.6,132.2,111.2,101.6,"1,158",2
27029,Minnesota,Clearwater,,Transitional,8.2,"36,366",12.9,145.0,72.4,138.1,102.3,128.5,"2,066",3
27031,Minnesota,Cook,,Transitional,5.9,"41,254",9.1,103.1,82.1,121.8,72.4,99.1,"1,074",2
27033,Minnesota,Cottonwood,,Transitional,4.1,"40,873",11.4,71.3,81.4,122.9,90.6,94.9,894,2
27035,Minnesota,Crow Wing,,Transitional,5.4,"37,277",10.2,94.4,74.2,134.8,80.6,103.3,"1,209",2
27037,Minnesota,Dakota,,Attainment,4.2,"56,324",5.5,73.6,112.1,89.2,43.2,68.7,148,1
27039,Minnesota,Dodge,,Attainment,4.1,"44,298",4.9,72.0,88.2,113.4,38.6,74.7,267,1
27041,Minnesota,Douglas,,Competitive,3.7,"43,735",8.1,65.3,87.1,114.9,64.5,81.5,444,1
27043,Minnesota,Faribault,,Transitional,4.9,"36,668",11.6,85.6,73.0,137.0,91.5,104.7,"1,259",2
27045,Minnesota,Fillmore,,Transitional,3.9,"37,066",9.1,69.0,73.8,135.5,72.4,92.3,792,2
27047,Minnesota,Freeborn,,Transitional,4.3,"37,045",10.5,76.2,73.7,135.6,83.5,98.4,"1,049",2
27049,Minnesota,Goodhue,,Competitive,4.2,"46,701",8.7,73.1,93.0,107.6,68.9,83.2,491,1
27051,Minnesota,Grant,,Competitive,4.6,"39,710",7.9,81.8,79.1,126.5,62.6,90.3,716,1
27053,Minnesota,Hennepin,,Attainment,4.4,"72,405",9.9,76.7,144.1,69.4,78.2,74.8,269,1
27055,Minnesota,Houston,,Competitive,3.6,"44,143",7.0,63.0,87.9,113.8,55.0,77.3,337,1
27057,Minnesota,Hubbard,,Transitional,5.7,"39,684",11.0,100.4,79.0,126.6,86.7,104.6,"1,255",2
27059,Minnesota,Isanti,,Transitional,5.1,"39,110",8.8,89.9,77.9,128.4,69.8,96.1,939,2
27061,Minnesota,Itasca,,Transitional,6.6,"32,748",11.1,116.7,65.2,153.4,87.9,119.3,"1,765",3
27063,Minnesota,Jackson,,Competitive,4.1,"47,511",9.6,71.9,94.6,105.7,76.1,84.6,538,1
27065,Minnesota,Kanabec,,Transitional,6.6,"34,142",9.7,116.8,68.0,147.1,77.0,113.7,"1,551",2
27067,Minnesota,Kandiyohi,,Transitional,4.1,"42,385",11.0,72.2,84.4,118.5,86.8,92.5,802,2
27069,Minnesota,Kittson,,Competitive,3.9,"49,214",10.2,67.9,98.0,102.1,80.7,83.6,501,1
27071,Minnesota,Koochiching,,Transitional,6.3,"31,584",11.4,110.6,62.9,159.0,90.0,119.9,"1,790",3
27073,Minnesota,Lac qui Parle,,Competitive,3.9,"45,582",9.1,69.5,90.7,110.2,72.3,84.0,520,1
27075,Minnesota,Lake,,Transitional,4.9,"35,273",7.7,87.0,70.2,142.4,60.8,96.7,966,2
